Cell_Identity(CI),Downlink_Traffic,LAC,Duration,RAT,Uplink_Traffic,Latency,Throughput,Offloading_Decision
301,52,43048,0,1,52,0,1099823,Mobile Device
301,303769,43048,3,1,8910,8.350008,37446.55095,Edge Cloud
20723,278,43023,6,1,657,6,155.8333333,Mobile Device
20723,1289,43023,5,1,1097,10.680181,223.4044535,Edge Cloud
20723,0,43023,15,1,300,15,20,Mobile Device
20723,0,43023,0,1,60,0,1099823,Mobile Device
20723,60,43023,0,1,100,0,1099823,Mobile Device
20723,60,43023,0,1,100,0,1099823,Mobile Device
20723,0,43023,0,1,60,0,1099823,Mobile Device
11803,23294,3288,69,2,1553,74.482294,333.5960624,Edge Cloud
20723,0,43023,0,1,120,0,1099823,Mobile Device
20723,466,43023,1,1,1024,1,1490,Mobile Device
20723,685,43023,0,1,2831,0,1099823,Mobile Device
20723,0,43023,7,1,240,7,34.28571429,Mobile Device
20723,0,43023,0,1,52,0,1099823,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
3553,621,2184,58,2,1550,58,37.43103448,Mobile Device
3553,144,2184,0,2,72,5.007376,43.13636523,Edge Cloud
20723,0,43023,15,1,300,15,20,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
20723,124,43023,5,1,495,5,123.8,Mobile Device
20723,1290,43023,5,1,1097,10.310166,231.5190657,Edge Cloud
20723,0,43023,15,1,300,15,20,Mobile Device
20723,60,43023,0,1,100,0,1099823,Mobile Device
20723,60,43023,0,1,100,0,1099823,Mobile Device
20723,82,43023,0,1,82,0,1099823,Mobile Device
3553,316,2184,3,2,817,3,377.6666667,Mobile Device
20723,806,43023,2,1,1462,2,1134,Mobile Device
20723,72,43023,0,1,112,0,1099823,Mobile Device
301,992,43048,61,1,1908,61,47.54098361,Mobile Device
20723,227,43023,0,1,462,0,1099823,Mobile Device
20723,723,43023,0,1,1031,0,1099823,Mobile Device
20723,600,43023,0,1,1208,0,1099823,Mobile Device
301,349905,43048,6,1,9934,11.582148,31068.41667,Edge Cloud
1971,578,43042,1,1,983,1,1561,Mobile Device
3553,487,2184,2,2,223,7.518376,94.43528762,Edge Cloud
20723,466,43023,4,1,1024,4,372.5,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
20723,1490,43023,20,1,2543,20,201.65,Mobile Device
20723,490,43023,90,1,1070,90,17.33333333,Mobile Device
20723,0,43023,20,1,280,20,14,Mobile Device
11061,152,43010,0,1,156,0,1099823,Mobile Device
20723,0,43023,7,1,240,7,34.28571429,Mobile Device
20723,0,43023,0,1,40,0,1099823,Mobile Device
301,242553,43048,2,1,6934,7.330007,34036.39314,Edge Cloud
45193,327,43046,0,1,433,0,1099823,Mobile Device
45193,327,43046,0,1,439,0,1099823,Mobile Device
45193,327,43046,0,1,436,0,1099823,Mobile Device
11803,248,3288,2,2,392,2,320,Mobile Device
45193,56,43046,0,1,144,0,1099823,Mobile Device
20723,0,43023,0,1,60,0,1099823,Mobile Device
20723,0,43023,0,1,60,0,1099823,Mobile Device
11803,52,3288,0,2,100,0,1099823,Mobile Device
20723,726,43023,16,1,2822,16,221.75,Mobile Device
20723,8663,43023,92,1,1602,97.054633,105.7651725,Edge Cloud
20723,0,43023,0,1,60,0,1099823,Mobile Device
301,376305,43048,3,1,10626,8.612883,44924.67853,Edge Cloud
11803,508,3288,2,2,720,2,614,Mobile Device
11803,60,3288,0,2,100,0,1099823,Mobile Device
20723,521,43023,20,1,2242,20,138.15,Mobile Device
20723,466,43023,16,1,940,16,87.875,Mobile Device
301,40,43048,0,1,40,0,1099823,Mobile Device
301,40,43048,0,1,40,0,1099823,Mobile Device
20723,0,43023,0,1,52,0,1099823,Mobile Device
20723,0,43023,0,1,60,0,1099823,Mobile Device
20723,785,43023,3360,1,1058,3360,0.548511905,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
301,309241,43048,2,1,9170,7.630138,41730.70002,Edge Cloud
3553,0,2184,34,2,160,34,4.705882353,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
20723,0,43023,0,1,40,0,1099823,Mobile Device
45193,124,43046,0,1,134,0,1099823,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
20723,0,43023,15,1,300,15,20,Mobile Device
1971,0,43042,9,1,180,9,20,Mobile Device
20723,396,43023,44,1,1020,44,32.18181818,Mobile Device
20723,0,43023,14,1,300,14,21.42857143,Mobile Device
50703,3421,43053,4,1,2755,9.037525,683.3729367,Edge Cloud
3553,1313,2184,3,2,1068,8.981223,265.1086606,Edge Cloud
20723,0,43023,14,1,300,14,21.42857143,Mobile Device
20723,0,43023,0,1,60,0,1099823,Mobile Device
20723,18775,43023,117,1,2721,122.958221,174.8236094,Edge Cloud
301,194762,43048,3,1,6050,8.644381,23230.35044,Edge Cloud
20723,7812,43023,117,1,2337,122.117503,83.10847954,Edge Cloud
301,108,43048,0,1,81,5.078192,37.21797049,Edge Cloud
301,56,43048,0,1,38,5.087878,18.47528577,Edge Cloud
50522,126,43019,0,1,189,0,1099823,Mobile Device
301,245049,43048,3,1,7402,8.410204,30017.22669,Edge Cloud
1971,0,43042,0,1,60,0,1099823,Mobile Device
11061,377,43010,0,1,131,5.505287,92.27493499,Edge Cloud
3553,40,2184,0,2,40,0,1099823,Mobile Device
301,633860,43048,6,1,18732,82.168867,7942.083466,Edge Cloud
3553,6048,2184,155,2,2657,181.747358,47.89615704,Edge Cloud
20723,0,43023,0,1,105,0,1099823,Mobile Device
301,230429,43048,2,1,6885,7.350119,32287.0963,Edge Cloud
20723,154,43023,0,1,122,120.624082,2.288100315,Edge Cloud
60202,247,3182,0,2,355,0,1099823,Mobile Device
50703,638,43053,3,1,2644,3,1094,Mobile Device
301,256099,43048,2,1,7458,7.270092,36252.22349,Edge Cloud
50703,1358,43053,2,1,397,7.383154,237.7032905,Edge Cloud
20723,40,43023,0,1,1142,0,1099823,Mobile Device
50703,82,43053,0,1,66,5.002644,29.58435579,Edge Cloud
50703,3862,43053,3,1,2491,8.117101,782.6685907,Edge Cloud
301,22271,43048,1,1,5279,125.678669,219.2098327,Edge Cloud
301,187809,43048,1,1,5702,6.924316,27946.58707,Edge Cloud
3553,40,2184,0,2,40,0,1099823,Mobile Device
301,279385,43048,2,1,8030,7.309975,39318.19192,Edge Cloud
46271,334,43041,10,1,478,10,81.2,Mobile Device
11061,0,43010,34,1,460,34,13.52941176,Mobile Device
45193,654,43046,0,1,878,0,1099823,Mobile Device
45193,654,43046,0,1,866,0,1099823,Mobile Device
45193,654,43046,0,1,872,0,1099823,Mobile Device
301,185577,43048,2,1,5638,7.290135,26229.28108,Edge Cloud
301,285,43048,1079,1,663,1079,0.878591288,Mobile Device
301,235097,43048,2,1,6990,7.290055,33207.84274,Edge Cloud
3553,272,2184,5404,2,480,5404,0.139156181,Mobile Device
301,150301,43048,2,1,4494,7.309875,21176.1487,Edge Cloud
20723,94,43023,0,1,92,5.418566,34.32642511,Edge Cloud
50132,4163,43061,7,1,7267,7,1632.857143,Mobile Device
301,236277,43048,2,1,7146,7.239987,33622.0217,Edge Cloud
11061,0,43010,0,1,68,0,1099823,Mobile Device
45193,56,43046,0,1,144,0,1099823,Mobile Device
301,192417,43048,2,1,5534,7.350074,26931.83769,Edge Cloud
301,269809,43048,2,1,7978,7.300003,38052.99806,Edge Cloud
301,233729,43048,2,1,6834,7.309998,32908.76413,Edge Cloud
45193,0,43046,0,1,60,0,1099823,Mobile Device
301,231985,43048,2,1,6834,7.229951,33031.89745,Edge Cloud
48201,774,43041,0,1,368,7.766755,147.0369543,Edge Cloud
3553,8267,2184,22,2,5723,27.000452,518.1394741,Edge Cloud
48201,0,43041,0,1,52,0,1099823,Mobile Device
301,217365,43048,3,1,6314,8.141096,27475.29325,Edge Cloud
20723,0,43023,8,1,144,8,18,Mobile Device
60202,1819,3182,1,2,710,6.600197,383.1703811,Edge Cloud
20723,40,43023,0,1,1142,0,1099823,Mobile Device
11061,736,43010,0,1,308,5.092397,205.0115103,Edge Cloud
301,210289,43048,3,1,6366,8.440041,25669.899,Edge Cloud
301,81,43048,0,1,65,5.002733,29.184048,Edge Cloud
301,184209,43048,4,1,5586,9.026262,21026.97662,Edge Cloud
20723,0,43023,0,1,48,0,1099823,Mobile Device
1452,285,43028,0,1,71,5.004187,71.14042701,Edge Cloud
31591,575,43023,1,1,1001,1,1576,Mobile Device
1452,0,43028,0,1,64,0,1099823,Mobile Device
20043,0,43011,79,1,280,79,3.544303797,Mobile Device
11602,3371,43017,19,1,654,24.624639,163.4541729,Edge Cloud
12331,126,43048,0,1,226,0,1099823,Mobile Device
31591,436,43023,1,1,1079,1,1515,Mobile Device
50013,1127,43027,66,1,1686,66,42.62121212,Mobile Device
50013,71,43027,0,1,55,5.003005,25.1848639,Edge Cloud
21941,0,43013,0,1,60,0,1099823,Mobile Device
213,0,43042,15,1,300,15,20,Mobile Device
213,0,43042,0,1,60,0,1099823,Mobile Device
11602,0,43017,0,1,60,0,1099823,Mobile Device
46552,82,43015,0,1,66,5.003156,29.58132827,Edge Cloud
213,182,43042,0,1,63,5.00273,48.9732606,Edge Cloud
213,714,43042,0,1,1312,0,1099823,Mobile Device
11602,0,43017,12,1,240,12,20,Mobile Device
213,84,43042,0,1,177,0,1099823,Mobile Device
213,75,43042,0,1,190,0,1099823,Mobile Device
11731,1734,43046,15,1,724,20.562824,119.5361104,Edge Cloud
46552,417,43015,7,1,184,12.174346,49.36610147,Edge Cloud
24403,848,43053,2,1,246,7.313879,149.5786299,Edge Cloud
213,263944,43042,3121,1,28935,3126.92562,93.66356466,Edge Cloud
213,0,43042,0,1,60,0,1099823,Mobile Device
28051,180,43063,0,1,257,0,1099823,Mobile Device
28051,348,43063,0,1,344,5.389436,128.3993353,Edge Cloud
28051,196,43063,0,1,200,0,1099823,Mobile Device
20043,0,43011,0,1,40,0,1099823,Mobile Device
20043,0,43011,24,1,280,24,11.66666667,Mobile Device
1452,3297,43028,29,1,2743,34.49249,175.110582,Edge Cloud
11602,112,43017,0,1,112,0,1099823,Mobile Device
11602,0,43017,16,1,300,16,18.75,Mobile Device
11461,2501,43017,397,1,3228,397,14.43073048,Mobile Device
10862,126,43041,0,1,210,0,1099823,Mobile Device
12231,500,43010,0,1,614,0,1099823,Mobile Device
12231,0,43010,3,1,180,3,60,Mobile Device
52451,60,43024,0,1,104,0,1099823,Mobile Device
52451,112,43024,0,1,220,0,1099823,Mobile Device
21162,653,43022,4,1,303,8.278602,115.4784346,Edge Cloud
12231,0,43010,2,1,180,2,90,Mobile Device
11731,1252,43046,19,1,866,24.839896,85.26605747,Edge Cloud
12231,0,43010,2,1,180,2,90,Mobile Device
11301,0,43052,0,1,168,0,1099823,Mobile Device
21162,25272,43022,315,1,26921,315,165.6920635,Mobile Device
2033,236,43016,0,1,118,65.368259,5.415472363,Edge Cloud
21802,1457,43025,5,1,714,10.635084,204.1356702,Edge Cloud
12231,3377,43010,0,1,1567,72.349323,68.33512457,Edge Cloud
11301,1308,43052,0,1,3969,0,1099823,Mobile Device
21162,477,43022,1,1,491,1,968,Mobile Device
11301,2204,43052,0,1,1637,6.32703,607.0778865,Edge Cloud
12231,1893,43010,0,1,2223,0,1099823,Mobile Device
12231,592,43010,0,1,673,0,1099823,Mobile Device
12231,1154,43010,0,1,681,5.354986,342.6712974,Edge Cloud
51662,0,43064,0,1,60,0,1099823,Mobile Device
11611,0,43043,0,1,40,0,1099823,Mobile Device
11301,532,43052,0,1,672,0,1099823,Mobile Device
11301,428,43052,20,1,584,20,50.6,Mobile Device
932,0,43028,0,1,56,0,1099823,Mobile Device
11301,533,43052,0,1,686,0,1099823,Mobile Device
12231,0,43010,7,1,240,7,34.28571429,Mobile Device
11301,353,43052,0,1,73,5.002575,85.15614459,Edge Cloud
13742,0,43025,18,1,188,18,10.44444444,Mobile Device
11301,151,43052,0,1,155,0,1099823,Mobile Device
51662,1461,43064,5,1,1296,10.398351,265.1381935,Edge Cloud
12231,2055,43010,0,1,882,5.355038,548.4554918,Edge Cloud
11611,82,43043,0,1,82,0,1099823,Mobile Device
12231,479,43010,0,1,1303,0,1099823,Mobile Device
47941,319,43011,4,1,410,4,182.25,Mobile Device
932,3602,43028,42,1,6038,42,229.5238095,Mobile Device
11611,279,43043,16,1,180,21.625774,21.22467385,Edge Cloud
932,0,43028,0,1,700,0,1099823,Mobile Device
932,780,43028,0,1,224,5.582477,179.8484794,Edge Cloud
12231,0,43010,7,1,240,7,34.28571429,Mobile Device
11731,195,43046,0,1,131,5.004833,65.13703854,Edge Cloud
12231,0,43010,7,1,240,7,34.28571429,Mobile Device
2033,60,43016,21,1,260,21,15.23809524,Mobile Device
47941,283,43011,0,1,70,5.00396,70.54412905,Edge Cloud
11301,0,43052,0,1,60,0,1099823,Mobile Device
21802,2260,43025,19,1,830,24.460087,126.3282506,Edge Cloud
52451,52,43024,0,1,104,0,1099823,Mobile Device
47941,0,43011,3,1,256,3,85.33333333,Mobile Device
932,0,43028,0,1,52,0,1099823,Mobile Device
47941,0,43011,2,1,192,2,96,Mobile Device
52451,67539,43024,2,1,2558,7.704148,9098.605063,Edge Cloud
52451,5556,43024,2,1,593,7.384178,832.726405,Edge Cloud
47222,450,43018,1,1,194,6.841053,94.13755455,Edge Cloud
47941,0,43011,0,1,64,0,1099823,Mobile Device
11301,0,43052,9,1,336,9,37.33333333,Mobile Device
47941,120,43011,4,1,400,4,130,Mobile Device
13742,240,43025,0,1,232,5.239893,90.07817526,Edge Cloud
13742,80,43025,3349,1,80,3349,0.047775455,Mobile Device
47222,1390,43018,0,1,586,8.967889,220.3417103,Edge Cloud
971,30987,43018,1136,1,15424,1141.573194,40.65529941,Edge Cloud
21162,168,43022,0,1,272,0,1099823,Mobile Device
13742,0,43025,8,1,180,8,22.5,Mobile Device
932,0,43028,0,1,40,0,1099823,Mobile Device
51662,0,43064,7,1,240,7,34.28571429,Mobile Device
13742,1216,43025,0,1,332,26.588017,58.22171695,Edge Cloud
47562,780,2186,0,2,224,32.783869,30.62481735,Edge Cloud
21162,168,43022,0,1,272,0,1099823,Mobile Device
12231,539,43010,0,1,862,0,1099823,Mobile Device
47562,0,2186,1,2,128,1,128,Mobile Device
12231,7716,43010,0,1,1218,5.854739,1525.943343,Edge Cloud
11731,1876,43046,19,1,1396,24.641902,132.7819581,Edge Cloud
13742,0,43025,9,1,180,9,20,Mobile Device
47562,0,2186,0,2,64,0,1099823,Mobile Device
47562,0,2186,0,2,64,0,1099823,Mobile Device
12231,67980,43010,31,1,6095,36.588,2024.570898,Edge Cloud
12231,83831,43010,31,1,6161,36.257713,2482.009828,Edge Cloud
52451,51784,43024,1,1,2244,6.894091,7836.856229,Edge Cloud
47562,0,2186,0,2,64,0,1099823,Mobile Device
12231,6414,43010,0,1,1530,5.51081,1441.530374,Edge Cloud
12231,6464,43010,0,1,1530,5.540601,1442.803768,Edge Cloud
12231,6334,43010,0,1,1528,5.570351,1411.401185,Edge Cloud
47562,60,2186,2,2,168,2,114,Mobile Device
13742,0,43025,0,1,68,0,1099823,Mobile Device
11731,312,43046,0,1,698,0,1099823,Mobile Device
12231,3575,43010,0,1,1208,5.421057,882.3002599,Edge Cloud
12231,4901,43010,0,1,1368,5.55064,1129.41931,Edge Cloud
12231,3851,43010,0,1,1208,5.530755,914.7033271,Edge Cloud
47562,60,2186,2,2,168,2,114,Mobile Device
50671,778,43050,119,1,1078,119,15.59663866,Mobile Device
11301,60,43052,0,1,112,0,1099823,Mobile Device
47562,60,2186,1,2,104,1,164,Mobile Device
11301,0,43052,0,1,168,0,1099823,Mobile Device
11731,472,43046,2,1,1652,2,1062,Mobile Device
12231,2533,43010,0,1,888,5.480461,624.2175613,Edge Cloud
12231,5508,43010,0,1,1529,5.460619,1288.681741,Edge Cloud
12231,2573,43010,0,1,1049,5.58043,649.053926,Edge Cloud
11611,331,43043,10,1,232,15.40269,36.55205682,Edge Cloud
11731,33658,43046,1,1,1616,6.899569,5112.493259,Edge Cloud
361,676,43016,6,1,649,11.799131,112.2964056,Edge Cloud
13742,188,43025,894,1,592,894,0.872483221,Mobile Device
12231,2969,43010,0,1,1045,5.44999,736.5151129,Edge Cloud
21802,80,43025,0,1,285,0,1099823,Mobile Device
21802,262,43025,0,1,58,5.004671,63.940267,Edge Cloud
11301,82,43052,0,1,82,0,1099823,Mobile Device
21802,497,43025,0,1,1017,0,1099823,Mobile Device
2033,0,43016,0,1,40,0,1099823,Mobile Device
932,126,43028,8,1,1120,8,155.75,Mobile Device
12231,780,43010,130,1,1314,130,16.10769231,Mobile Device
31332,84,43053,0,1,68,5.002619,30.38408482,Edge Cloud
971,52,43018,1136,1,52,1136,0.091549296,Mobile Device
12231,804,43010,130,1,1416,130,17.07692308,Mobile Device
971,40,43018,0,1,80,0,1099823,Mobile Device
13742,0,43025,8,1,180,8,22.5,Mobile Device
31332,9014,43053,1,1,2059,6.435163,1720.702335,Edge Cloud
12231,2183,43010,0,1,853,5.435132,558.5880895,Edge Cloud
31332,4607,43053,1,1,1583,6.066578,1020.344583,Edge Cloud
11301,0,43052,15,1,300,15,20,Mobile Device
51662,0,43064,11,1,120,11,10.90909091,Mobile Device
13742,0,43025,0,1,43,0,1099823,Mobile Device
13742,0,43025,0,1,43,0,1099823,Mobile Device
13742,0,43025,11,1,180,11,16.36363636,Mobile Device
51662,76,43064,0,1,60,5.002793,27.18481456,Edge Cloud
31332,178,43053,0,1,226,0,1099823,Mobile Device
13742,598,43025,0,1,605,0,1099823,Mobile Device
13742,1040,43025,0,1,331,5.399426,253.9158792,Edge Cloud
13742,598,43025,0,1,608,0,1099823,Mobile Device
51662,333,43064,0,1,423,0,1099823,Mobile Device
31332,4871,43053,1,1,1531,6.242145,1025.608985,Edge Cloud
51662,164,43064,0,1,357,0,1099823,Mobile Device
11731,998,43046,16,1,582,21.917851,72.08735929,Edge Cloud
31332,7116,43053,2,1,1780,7.759747,1146.42913,Edge Cloud
13742,0,43025,9,1,180,9,20,Mobile Device
13742,376,43025,1,1,481,1,857,Mobile Device
11731,6977,43046,19,1,1955,24.942708,358.1006521,Edge Cloud
21162,168,43022,0,1,272,0,1099823,Mobile Device
10543,285,43041,0,1,71,5.002577,71.16332242,Edge Cloud
10543,0,43041,2,1,192,2,96,Mobile Device
11611,82,43043,0,1,82,0,1099823,Mobile Device
11611,120,43043,0,1,74,5.003041,38.77641618,Edge Cloud
21162,168,43022,0,1,272,0,1099823,Mobile Device
21802,2000,43025,19,1,1043,24.173635,125.8809443,Edge Cloud
10543,0,43041,0,1,64,0,1099823,Mobile Device
11611,468,43043,0,1,1556,0,1099823,Mobile Device
47562,0,2186,1,2,128,1,128,Mobile Device
47562,0,2186,0,2,64,0,1099823,Mobile Device
52451,120,43024,67,1,6181,67,94.04477612,Mobile Device
52451,44135,43024,3,1,1568,8.023984,5695.798995,Edge Cloud
52451,385719,43024,2854,1,306118,2859.135554,241.9741866,Edge Cloud
10543,60,43041,2,1,168,2,114,Mobile Device
21162,168,43022,0,1,272,0,1099823,Mobile Device
47562,0,2186,0,2,64,0,1099823,Mobile Device
47562,0,2186,0,2,64,0,1099823,Mobile Device
22171,1719,43046,0,1,872,5.373069,482.2197519,Edge Cloud
12231,565,43010,0,1,1061,0,1099823,Mobile Device
47562,60,2186,1,2,104,1,164,Mobile Device
12231,1492,43010,0,1,570,5.429316,379.7900141,Edge Cloud
12231,4184,43010,0,1,4482,0,1099823,Mobile Device
12231,3819,43010,0,1,892,5.330087,883.8504887,Edge Cloud
12231,748,43010,0,1,567,5.176164,254.0491375,Edge Cloud
21162,168,43022,0,1,272,0,1099823,Mobile Device
12231,921,43010,0,1,1173,0,1099823,Mobile Device
12231,509,43010,1,1,809,1,1318,Mobile Device
12231,1949,43010,0,1,1616,5.760036,618.9197429,Edge Cloud
21162,168,43022,0,1,272,0,1099823,Mobile Device
47562,1570,2186,7,2,742,12.341125,187.3411055,Edge Cloud
46552,82,43015,0,1,66,5.00316,29.58130462,Edge Cloud
32271,60,43023,0,1,112,0,1099823,Mobile Device
50133,438,43061,0,1,173,6.577684,92.88983782,Edge Cloud
213,122,43042,0,1,132,0,1099823,Mobile Device
213,75,43042,0,1,190,0,1099823,Mobile Device
32271,2045,43023,1,1,864,6.280804,463.1572646,Edge Cloud
50133,126,43061,0,1,226,0,1099823,Mobile Device
50133,6519,43061,3,1,2220,8.000938,1092.246934,Edge Cloud
12433,4376,43051,201,1,1719,206.239157,29.55306882,Edge Cloud
12433,73,43051,0,1,57,5.002699,25.98597277,Edge Cloud
213,0,43042,0,1,60,0,1099823,Mobile Device
11602,1288,43017,1053,1,1500,1053,2.647673314,Mobile Device
11602,2648,43017,1053,1,2636,1058.627369,4.991369159,Edge Cloud
213,1442,43042,0,1,2411,0,1099823,Mobile Device
213,0,43042,0,1,60,0,1099823,Mobile Device
213,0,43042,15,1,300,15,20,Mobile Device
50013,1243,43027,65,1,1501,65,42.21538462,Mobile Device
31683,344,43011,0,1,134,5.157101,92.68773289,Edge Cloud
48681,4197,43041,65,1,1088,70.295377,75.18275348,Edge Cloud
21941,872,43013,2,1,1065,2,968.5,Mobile Device
213,0,43042,0,1,60,0,1099823,Mobile Device
11602,0,43017,13,1,240,13,18.46153846,Mobile Device
21823,120,43025,0,1,120,0,1099823,Mobile Device
213,60,43042,0,1,112,0,1099823,Mobile Device
32271,160,43023,3,1,92,8.178178,30.81370936,Edge Cloud
32271,0,43023,0,1,42,0,1099823,Mobile Device
213,104,43042,2,1,301,2,202.5,Mobile Device
11602,2036,43017,224,1,960,229.327075,13.06431,Edge Cloud
213,32729,43042,15,1,1676,20.577509,1671.971083,Edge Cloud
213,348,43042,0,1,254,10.869482,55.38442402,Edge Cloud
213,0,43042,1,1,120,1,120,Mobile Device
213,0,43042,0,1,120,0,1099823,Mobile Device
213,52,43042,0,1,104,0,1099823,Mobile Device
213,388,43042,2,1,1278,2,833,Mobile Device
11602,0,43017,10,1,240,10,24,Mobile Device
213,0,43042,15,1,300,15,20,Mobile Device
213,0,43042,15,1,300,15,20,Mobile Device
213,0,43042,15,1,300,15,20,Mobile Device
213,336,43042,0,1,534,0,1099823,Mobile Device
213,1395,43042,0,1,775,5.202965,417.0698823,Edge Cloud
213,0,43042,0,1,60,0,1099823,Mobile Device
48681,0,43041,0,1,224,0,1099823,Mobile Device
48681,0,43041,1,1,168,1,168,Mobile Device
11602,0,43017,0,1,60,0,1099823,Mobile Device
213,0,43042,15,1,300,15,20,Mobile Device
971,120,43018,0,1,103,5.008316,44.52594445,Edge Cloud
20723,0,43023,6,1,240,6,40,Mobile Device
52451,112,43024,0,1,220,0,1099823,Mobile Device
52451,176,43024,0,1,284,0,1099823,Mobile Device
11301,358,43052,0,1,136,39.047908,12.65112589,Edge Cloud
11301,1438,43052,0,1,646,5.199953,400.7728531,Edge Cloud
52451,493,43024,2,1,1509,2,1001,Mobile Device
11301,0,43052,0,1,60,0,1099823,Mobile Device
11301,0,43052,0,1,60,0,1099823,Mobile Device
13742,40,43025,0,1,52,0,1099823,Mobile Device
11301,0,43052,19,1,82,19,4.315789474,Mobile Device
10543,570,43041,0,1,142,34.921596,20.38852978,Edge Cloud
10543,0,43041,0,1,64,0,1099823,Mobile Device
11301,0,43052,0,1,60,0,1099823,Mobile Device
11301,84,43052,0,1,177,0,1099823,Mobile Device
971,1202,43018,15,1,1098,20.907122,110.0103591,Edge Cloud
11301,232,43052,8405,1,208,8410.357468,0.052316445,Edge Cloud
52451,153,43024,0,1,57,5.002647,41.97777696,Edge Cloud
